Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,year,month,day,weekofyear,quarter,dayofyear,is_weekend,is_month_start,is_month_end,days_since_start,dow_sin,dow_cos,month_sin,month_cos,competition_open_months,promo2_active
47,1,2014-01-13,5114,782,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,13,3,1,13,0,0,0,12,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,9,0
47,2,2014-01-14,5585,874,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,14,3,1,14,0,0,0,13,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,9,0
47,3,2014-01-15,5491,845,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,15,3,1,15,0,0,0,14,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,9,0
47,4,2014-01-16,5174,751,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,16,3,1,16,0,0,0,15,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,9,0
47,5,2014-01-17,5426,798,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,17,3,1,17,0,0,0,16,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,9,0
47,6,2014-01-18,4982,754,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,18,3,1,18,1,0,0,17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,9,0
47,7,2014-01-19,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,19,3,1,19,1,0,0,18,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,9,0
47,1,2014-01-20,8688,1048,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,20,4,1,20,0,0,0,19,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,9,0
47,2,2014-01-21,6757,899,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,21,4,1,21,0,0,0,20,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,9,0
47,3,2014-01-22,8034,1009,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,22,4,1,22,0,0,0,21,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,9,0
47,4,2014-01-23,6574,803,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,23,4,1,23,0,0,0,22,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,9,0
47,5,2014-01-24,6279,792,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,24,4,1,24,0,0,0,23,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,9,0
47,6,2014-01-25,4735,713,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,25,4,1,25,1,0,0,24,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,9,0
47,7,2014-01-26,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,26,4,1,26,1,0,0,25,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,9,0
47,1,2014-01-27,5873,814,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,27,5,1,27,0,0,0,26,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,9,0
47,2,2014-01-28,5354,809,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,28,5,1,28,0,0,0,27,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,9,0
47,3,2014-01-29,5228,794,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,29,5,1,29,0,0,0,28,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,9,0
47,4,2014-01-30,5854,818,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,30,5,1,30,0,0,0,29,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,9,0
47,5,2014-01-31,8057,982,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,1,31,5,1,31,0,0,1,30,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,9,0
47,6,2014-02-01,5484,704,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,1,5,1,32,1,1,0,31,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,10,0
47,7,2014-02-02,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,2,5,1,33,1,0,0,32,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,10,0
47,1,2014-02-03,11136,1213,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,3,6,1,34,0,0,0,33,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10,0
47,2,2014-02-04,8828,1115,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,4,6,1,35,0,0,0,34,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,10,0
47,3,2014-02-05,8346,1080,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,5,6,1,36,0,0,0,35,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10,0
47,4,2014-02-06,7452,952,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,6,6,1,37,0,0,0,36,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10,0
47,5,2014-02-07,6958,856,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,7,6,1,38,0,0,0,37,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,10,0
47,6,2014-02-08,5051,752,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,8,6,1,39,1,0,0,38,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,10,0
47,7,2014-02-09,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,9,6,1,40,1,0,0,39,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,10,0
47,1,2014-02-10,6552,949,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,10,7,1,41,0,0,0,40,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10,0
47,2,2014-02-11,5512,844,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,11,7,1,42,0,0,0,41,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,10,0
47,3,2014-02-12,6264,934,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,12,7,1,43,0,0,0,42,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10,0
47,4,2014-02-13,5430,807,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,13,7,1,44,0,0,0,43,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10,0
47,5,2014-02-14,5567,827,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,14,7,1,45,0,0,0,44,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,10,0
47,6,2014-02-15,5128,715,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,15,7,1,46,1,0,0,45,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,10,0
47,7,2014-02-16,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,16,7,1,47,1,0,0,46,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,10,0
47,1,2014-02-17,8507,1055,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,17,8,1,48,0,0,0,47,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10,0
47,2,2014-02-18,8113,1032,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,18,8,1,49,0,0,0,48,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,10,0
47,3,2014-02-19,7603,962,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,19,8,1,50,0,0,0,49,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10,0
47,4,2014-02-20,7120,946,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,20,8,1,51,0,0,0,50,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10,0
47,5,2014-02-21,7015,871,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,21,8,1,52,0,0,0,51,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,10,0
47,6,2014-02-22,4637,698,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,22,8,1,53,1,0,0,52,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,10,0
47,7,2014-02-23,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,23,8,1,54,1,0,0,53,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,10,0
47,1,2014-02-24,5925,882,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,24,9,1,55,0,0,0,54,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10,0
47,2,2014-02-25,5169,787,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,25,9,1,56,0,0,0,55,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,10,0
47,3,2014-02-26,5289,829,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,26,9,1,57,0,0,0,56,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10,0
47,4,2014-02-27,5875,858,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,27,9,1,58,0,0,0,57,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10,0
47,5,2014-02-28,7376,964,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,2,28,9,1,59,0,0,1,58,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,10,0
47,6,2014-03-01,6142,854,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,1,9,1,60,1,1,0,59,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,11,0
47,7,2014-03-02,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,2,9,1,61,1,0,0,60,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,11,0
47,1,2014-03-03,10311,1219,1,1,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,3,10,1,62,0,0,0,61,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,11,0
47,2,2014-03-04,8799,1106,1,1,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,4,10,1,63,0,0,0,62,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,11,0
47,3,2014-03-05,7980,1015,1,1,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,5,10,1,64,0,0,0,63,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,11,0
47,4,2014-03-06,6611,930,1,1,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,6,10,1,65,0,0,0,64,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,11,0
47,5,2014-03-07,7002,914,1,1,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,7,10,1,66,0,0,0,65,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,11,0
47,6,2014-03-08,4907,714,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,8,10,1,67,1,0,0,66,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,11,0
47,7,2014-03-09,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,9,10,1,68,1,0,0,67,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,11,0
47,1,2014-03-10,5637,828,1,0,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,10,11,1,69,0,0,0,68,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,11,0
47,2,2014-03-11,4968,812,1,0,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,11,11,1,70,0,0,0,69,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,11,0
47,3,2014-03-12,5356,814,1,0,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,12,11,1,71,0,0,0,70,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,11,0
47,4,2014-03-13,5237,780,1,0,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,13,11,1,72,0,0,0,71,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,11,0
47,5,2014-03-14,4990,746,1,0,0,1,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,14,11,1,73,0,0,0,72,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,11,0
47,6,2014-03-15,4344,666,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,15,11,1,74,1,0,0,73,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,11,0
47,7,2014-03-16,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,16,11,1,75,1,0,0,74,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,11,0
47,1,2014-03-17,8022,1038,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,17,12,1,76,0,0,0,75,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,11,0
47,2,2014-03-18,7706,957,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,18,12,1,77,0,0,0,76,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,11,0
47,3,2014-03-19,8056,1007,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,19,12,1,78,0,0,0,77,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,11,0
47,4,2014-03-20,6527,875,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,20,12,1,79,0,0,0,78,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,11,0
47,5,2014-03-21,5303,728,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,21,12,1,80,0,0,0,79,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,11,0
47,6,2014-03-22,5518,780,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,22,12,1,81,1,0,0,80,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,11,0
47,7,2014-03-23,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,23,12,1,82,1,0,0,81,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,11,0
47,1,2014-03-24,6461,921,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,24,13,1,83,0,0,0,82,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,11,0
47,2,2014-03-25,5800,856,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,25,13,1,84,0,0,0,83,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,11,0
47,3,2014-03-26,6180,887,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,26,13,1,85,0,0,0,84,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,11,0
47,4,2014-03-27,5980,805,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,27,13,1,86,0,0,0,85,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,11,0
47,5,2014-03-28,5932,799,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,28,13,1,87,0,0,0,86,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,11,0
47,6,2014-03-29,5575,731,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,29,13,1,88,1,0,0,87,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,11,0
47,7,2014-03-30,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,30,13,1,89,1,0,0,88,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,11,0
47,1,2014-03-31,12082,1320,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,3,31,14,1,90,0,0,1,89,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,11,0
47,2,2014-04-01,9013,1099,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,1,14,2,91,0,1,0,90,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,12,0
47,3,2014-04-02,8754,1137,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,2,14,2,92,0,0,0,91,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,12,0
47,4,2014-04-03,8105,1012,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,3,14,2,93,0,0,0,92,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,12,0
47,5,2014-04-04,7032,857,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,4,14,2,94,0,0,0,93,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,12,0
47,6,2014-04-05,4937,707,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,5,14,2,95,1,0,0,94,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,12,0
47,7,2014-04-06,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,6,14,2,96,1,0,0,95,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,12,0
47,1,2014-04-07,6160,948,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,7,15,2,97,0,0,0,96,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,12,0
47,2,2014-04-08,6362,817,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,8,15,2,98,0,0,0,97,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,12,0
47,3,2014-04-09,6287,927,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,9,15,2,99,0,0,0,98,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,12,0
47,4,2014-04-10,5586,804,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,10,15,2,100,0,0,0,99,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,12,0
47,5,2014-04-11,6082,838,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,11,15,2,101,0,0,0,100,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,12,0
47,6,2014-04-12,5243,759,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,12,15,2,102,1,0,0,101,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,12,0
47,7,2014-04-13,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,13,15,2,103,1,0,0,102,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,12,0
47,1,2014-04-14,9357,1060,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,14,16,2,104,0,0,0,103,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,12,0
47,2,2014-04-15,10008,1164,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,15,16,2,105,0,0,0,104,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,12,0
47,3,2014-04-16,10959,1277,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,16,16,2,106,0,0,0,105,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,12,0
47,4,2014-04-17,9997,1232,1,1,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,17,16,2,107,0,0,0,106,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,12,0
47,5,2014-04-18,0,0,0,1,b,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,18,16,2,108,0,0,0,107,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,12,0
47,6,2014-04-19,7642,1014,1,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,19,16,2,109,1,0,0,108,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,12,0
47,7,2014-04-20,0,0,0,0,0,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,20,16,2,110,1,0,0,109,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,12,0
47,1,2014-04-21,0,0,0,0,b,0,a,c,270.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2014,4,21,17,2,111,0,0,0,110,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,12,0
